id,productName,productDescription,bestRecipes,productCategory,fatRatioComments,isStandardPackage,packagingType,weightGrams,basePrice,offerPrice,hasDailyPriceChange,isByReservation,productCondition,isActive,stockStatus,stockQuantity,stockUpdatedAt,stockUpdatedBy,isTargeted,pricingMode
0cd8ad03-7eb8-4aec-838c-0ce93b11050f,فشة,توجد في القفص الصدري تحت منطقة الدوش مع القلب,"تقطع منها شرايح 2سم في 4 لاخراج بعض الرغاوي والهواء منها
وطريقه اخري بسلقها كامله ثم تقطيعا حسب الرغبه",لحوم لذيذة,,false,غير محدد,1000,285,,true,true,فريش,true,available,,,,false,unit
0d429335-a86c-40c8-9761-d3fff138a2a9,دجاج بلدى,"نسأل العميل: في وزن معين مفضل عند حضرتك للفراخ؟
ويتم مراجعة الستور لمعرفة إذا كان الوزن المحدد متاح"," تتسلق وتتحمر",دواجن فريش,"مع كبد وقوانص ",false,أطباق,1000,225,,true,false,فريش,true,available,,,,false,weight
0d9a6c45-b131-4a1e-9027-96af42265fa0,"ريش ضانى استرالى
""صولو ""
",,,قطعيات بلاد مختلفة,,false,غير محدد,1000,1242,1180,true,true,فريش,true,available,,,,false,unit
0de8ff59-aa56-4051-a70a-eda76bb95bf7,قطع توت,,,اخشاب شوي,,true,غير محدد,1000,149,,false,false,فريش,true,available,,,,false,unit
0e653a49-0baa-4c86-9aa3-4e5ca463e237,سمانة,"- قليل دسم 
نسأل ستيك أو مكعبات او شاورما؟ (مع توضيح السمك او الحجم)",قطع مشوية - تتسلق وتتحمر,لحم فريش,,false,غير محدد,1000,570,564,false,false,فريش,true,available,,,,false,unit
10212a33-6155-497f-b6a0-2d23d92cbb21,Lasagna - 400g,,,البقالة,,true,,0.0,30.0,,true,false,فريش,true,available,,,,false,unit
109ab7fd-c7dc-48f4-8e18-254a86d295cb,حمام كداب,أواك دجاج مخلية ومتبلة و محشية أرز بالخلطة مع كبد وقوانص/3قطع تقريبا,- يوضع ف فويل ويتسلق فى المية ثم ازالة الفويل و يدخل الفرن يتحمر,دواجن فريش,,true,طبق,0.925,225,213.75,false,false,فريش,true,available,,,,false,unit
1292d862-643f-435f-84d2-d2fb3917eb9f,افخاد دجاج متبلة,تتبيلة مميزة من ميت هاوس/فخد ( ورك بدون دبوس ),,دواجن فريش متبلة على التسوية,,true,طبق,0.9,170,161.5,true,false,فريش,true,available,,,,false,unit
13ef2f4e-4109-416d-a1f2-e3de5304da16,أوراك دجاج متبلة,بيتعمل من الدجاج الأبيض/ تتبيلة مميزة من ميت هاوس 3قطع تقريبا,"- شواء
- في الفرن مع بطاطس وجزر وبصل حلقات",دواجن فريش متبلة على التسوية,,true,علبة بلاستيك + غطاء,0.9,170,161.5,true,false,فريش,true,available,,,,false,unit
17da87fb-347d-4b3a-a1f8-f3446d00558c," ريب اى","الريب آي هي نفسها الريش بس مخلية من العضمة / الكيس مكون من 2 قطع ستيك /(مجمد للحفاظ علي خصائص القطعية ) ","- ستيك مشوى على الجريل
- فاهيتا اللحم مع الخضار المشوي جنب مكرونة بيضاء",لحم فريش,"بيت كلاوي/عالي دسم ",false,فاكيوم,0.5,295,289,false,false,فريش,true,available,,,,false,unit
1a73f439-a249-4fa9-8209-6eccbf7b957e,قطع جزورينة,,,اخشاب شوي,,true,غير محدد,1000,149,,false,false,فريش,true,available,,,,false,unit
1b423a78-0e5e-4ee6-9960-73c3689423bb,"شاورما لحم فريش ",,,لحم فريش,,true,فاكيوم,5,300,295,false,false,فريش,false,available,,,,false,unit
1c579d07-76e4-40ad-b445-b8567f40b6aa,موزة,"طرية وناعمة 
بتتقطع حلقات (طرانشات)نسأل سميكة / وسط؟ - لو عاوزها مكعبات نسأل وسط/كبير/صغير؟ - او ممكن عميل يحتاج بدون تقطيع","- فتة ويتسقى العيش المحمص بشوربة الموزة
- تتسلق وندخلها تحت الشواية تتحمر او ممكن نحمرها فى ملعقة سمن بعد التحمير نرش عليهم ملح و فلفل اسود - تتسلق وتوضع في صينية في الفرن مع حلقات الفلفل و البصل و الطماطم وقطعة زبدة و تتبل بالملح و الفلفل",لحم فريش,,true,طبق أسود بلاستيك,0.5,280,,false,false,فريش,true,available,,,,true,unit
1de917f6-dcf4-4874-98ab-c2cbe60781b4,كفتة فراخ,الطبق 4 اسياخ,"- شواء على الجريل 
- تسوية على النار: تتحطي في صينية - تاخد الصدمة على النار - تتغطى ونوطي النار - وبعدين نشيلها ونحطها في الفرن بدون غطاء
ولو عايزة طعم المشوي ممكن تحطي فحمة علي حتة فويل وسط الصينية",دواجن فريش متبلة على التسوية,,true,طبق أسود بلاستيك,0.4,115,103.5,false,false,فريش,true,available,,,,false,unit
20632ff5-bfa2-4e54-a878-934565b13699,لحمة راس,"التقطيع علي حسب نوع التسويات او رغبه العميل / لو العميل بيضايق من الدهون وعاوز ينضفها بعد الميزان مافيش مشكلة ",يتم سلقها ثم تقدم او يتم تحميرها بعد السلق علي حسب رغبه العميل,لحوم لذيذة,,false,غير محدد,1000,315,,true,true,فريش,true,available,,,,false,unit
22016f11-9bcb-46e2-bced-ab937192ff1b,وينجز كنتاكي,اجنحة دجاج متبل بقرمشة كنتاكى على التحمير,,دواجن فريش متبلة على التسوية,,true,طبق,0.9,170,161.5,true,true,فريش,true,available,,,,false,unit
22df285b-a23b-4936-a5c0-f7a619f3ea91,شيش طاووق صدور متبلة,بيتعمل من الدجاج الأبيض مش البلدي/ اسياخ&فلفل/الكيلو4:5سيخ تقريبا,- شواء - على البوتجاز ياخد الصدمة في جميع الجوانب وبعدين نحطه في الفرن - ولو عايزة طعم المشوي ممكن تحطي فحمة علي حتة فويل وسط الصينية,دواجن فريش متبلة على التسوية,,false,علبة بلاستيك + غطاء,1000,290,275.5,true,false,فريش,true,available,,,,false,unit
23e3b5a7-aada-4bcf-98e2-1a3aaaf6cf4a,سبرنج رول جبنة,15:18قطعة تقريبا /مشكل(شيدر-رومي-موتزاريلا),,مقبلات وأصناف جانبية,,true,طبق,0.4,120,117.6,false,false,فريش,true,available,,,,false,unit
26db1f7d-8a17-4f84-a271-a4504e580bfb,قطايف جبن,جاهز علي التحمير/حشوة(شيدر-رومي-موتزاريلا)/14:16قطعة,تحمير زيت غزير,مقبلات وأصناف جانبية,,true,طبق,0.4,116,113.68,false,false,فريش,true,available,,,,false,unit
26f4626b-1c3c-40f1-8b4f-c316420e66e5,كبد وقوانص,كبد وقوانص الفراخ,"وصفة 1:
1. نقطع الكبد والقوانص وفي طبق ونحط عليها خل وكمون وليمون عشان نضيع ريحة الزفاره 
2. نحط ملعقة السمنه ونقطع البصل والفلفل ويتشوح شويه على النار 
3. نحط الكبد والقوانص ويتشوحوا مع البصل والفلفل ونقطع الطماطم وتتقلب 
4. نسيبها شويه على النار على ماتستوي نص سوي ونحط التوابل معادا الملح 
5. نسيبها شويه على النااار لغاية ماتستوي ونحط الملح وتتقلب ويتقفل عليها

وصفة 2:
صينية بطاطس بالكبد والقوانص في الفرن",دواجن لذيذة,,true,علبة بلاستيك + غطاء,0.5,65,,true,true,فريش,true,available,,,,false,unit
29a0faea-d999-4c3c-b641-fe0bd9d0beb4," بيكاتا"," قطعية قليل دسم  /شرائح رقيقة من الكولاتة لسهولة التسوية ","-  بيكاتا بصوص الديمجلاس والفلفل الالوان
-  شرائح بالصوص البني (صوص الديمجلاس)
- بيكاتا بالمشروم",لحم فريش,"قليل الدسم ",false,كلاهما,0.5,285,282,false,false,فريش,true,available,,,,false,unit
313ffbc0-2851-4916-a838-caa73e19cd6b,French Fries -1kg,,,البقالة,,true,,0.0,88.0,,true,false,فريش,true,available,,,,false,unit
31f164ed-4b8a-4665-8181-88e978f258d8,كفتة أرز,"عبارة عن أصابع لحم جملي&كندوز مفروم وأرز وخُضرة بتتبيلة الشيف الخاصة بكفتة الأرز لمذاق افضل 

جاهزة على التسوية","- بالصلصة
الطريقة: تتحمر في زيت غزير - بعد التحمير نشيلها من الزيت نسخن سمن ونحط بصله مفرومه وتقلب لغاية ما يصفر لونها - نحط الطماطم المفرومة ونسيبها على النار لغاية ما تتسبك
- تحمير في زيت غزير",لحم فريش متبل على التسوية," لحم جملي&كندوز لمذاق افضل/قليل دسم ",false,أطباق,0.4,167,162,false,false,فريش,true,available,,,,true,unit
32e50868-50f2-4fce-8050-97bbb64c60f8,مزاليكا,تشكلية قلب و كلاوى و كبدة و مخاصى متبلة على التسوية,"الخطوات:
1. نحمرالمزاليكا - نسيبها علي النار مع التقليب كل شوية لغاية ما تستوي - ثم نضيف الملح و التوابل 
2. نحمر الثوم في السمنه لغاية ما ياخد لون ذهبي و بعدها نضيف له الخل 
3. نحط الثوم على المزاليكا ونقلب حتي يمتزج 
4. نحط الكزبره و نقلب لمده 3 دقائق ونرفعها من علي النار",لحم فريش متبل على التسوية,,false,علبة بلاستيك + غطاء,1000,180,,false,false,فريش,true,available,,,,false,unit
33086c78-e55a-4863-8a8a-f242b0874302,كبدة مشكل,"ثلثين كبده + ثلث قلب وكلاوى 
نسأل فريش ولا متبلة جاهزة على التسوية؟ متاح تتبيلة سبايسي خفيف كمان حلوة أوي","تستوي في عرقها مع بصل وثوم على النار
",لحوم لذيذة,,true,طبق بلاستيك + غطاء,0.5,263.0,,false,false,فريش,true,available,,,,false,unit
36598420-1fac-4d15-aaaa-191fdf258707,رقبة ضانى,"وزنها من 1.5:3.5 كيلو - بتتباع على بعضها

نسأل العميل: إيه التقطيع المفضل بالنسبة لحضرتك؟ قطع صغيره - مقطع للشوي - مقطع للسلق - سليم زي ما هي","خطوات عمل رقبة محشية:
1. تتبل رقبة الخروف بالملح والفلفل 
2. يسوي الأرز المصري ويضاف عليه فلفل الأسمر 
3. يتم وضع الأرز المصري المستوي داخل الرقبه وتلف رول وتغلف بالمنيوم فويل 4. تغلق جيداً بالالومنيوم وتوضع في ماء وتسوي 
5. يتم تسوية أرز الزعفران بالطريقه المعروفه
6. بعد تسويه الرقبه تقطع سلايز",لحم ضاني,,false,غير محدد,1000,580,568,false,false,فريش,true,available,,,,false,unit
37ced056-9fc4-4c3f-9d97-c5518fa4ac47,دجاج بلدى متبل,,,دواجن فريش متبلة على التسوية,,false,أطباق,1000,235,223.25,true,false,فريش,true,available,,,,false,unit
3909beba-e3e2-476a-b081-aa87b1f590f9,تشيكن رول,فراخ مخلية \ ومحشية خضار (جزر \ بسلة )طبق950جم 4قطع,تتسلق حوالي7 دقائق بالفويل/يوضع في الفرن درجة حرارة 160/180 لمدة من 25 إلي 30 دقيقة وبعد ذالك يتم تبريدها ثم تقطيعها حلقات,دواجن فريش متبلة على التسوية,,true,طبق,0.95,300,285,false,false,فريش,true,available,,,,false,unit
3ac30866-e5b4-48f4-bb54-886692150e25,بيض بالكرتونه,,,بيض,,true,غير محدد,1,135,,true,false,فريش,true,available,,,,false,unit
3fc42d76-77cd-4557-891e-7abf7d0f8e7c,عرق فلتو,"عرق الفلتو أفضل حاجة للشوى بيطلع على  بعضه وزنه (يتراوح بين٣ك ل٤ك )\التوضيب بيكون 40:50 % من الوزن لو العميل مستكتر النسبة نرشحله فلتو صولو 
بيطلع العرق + مفروم  (يمكن تتبيله حسب طلب العميل و المفروم بيتعمل كفتة أو برجر)  /  تنضيف الفلتو لو العميل طالبه كفتة او برجر ناكد عليه انه هيتبعت من مصنعاتنا نفس الوزن وبتكون مجمدة ...رفض يبقي ياخده مفروم","الوصفة:
- نحط السمنة تسخن على النار ننزل بالعرق عليها لازم وهى سخنة جدا لغاية تتحمر من كل اتجاه
- نحطها في صينية فى ورق فويل ونلفها ونحط في الصينية ماء وكل ما تنشف نزود
- نسيبها تستوى ساعة او اكتر على حسب حجمها",لحم فريش,,false,أطباق,3000,730,715,false,false,فريش,true,available,,,,false,weight
41f8c6a6-a4d6-4f6b-bc19-997c4bff1f64,كفتة لحم بانيه,"كفتة متبلة جاهزة على التحمير
/لحم محلي بلدي","لضبط التحمير: حرارة الزيت لا تزيد عن 70 درجة عشان تبقى النتيجة مضبوطة 
اللون المثالي هو اللون البني",لحم فريش متبل على التسوية,,true,طبق أسود بلاستيك,0.4,185.0,148.0,false,false,فريش,true,available,,,,false,unit
423e30da-f9e0-42d3-bdcf-5340e17401fe,بي سكريتس - عسل سدر,"عسل السدر مضاد طبيعي للميكروبات والفيروسات وعلامات تقدم العمر لاحتوائه على خصائص التطهير ومضادات الأكيدة.
تم تجميعه من مناحل (بي سكرتس) في صعيد مصر. 
لا ينصح به للأطفال أقل من عام. يُنصح باستشارة الطبيب في حالة استخدام مرضى السكر.",,عسل,,false,,0.45,300.0,,false,false,فريش,true,available,,,,false,unit
425a6f28-4fad-43e4-bf8c-12f831086bfb,ستربس,"قطع دجاج بتتبيلة الشيف السرية جاهزة على التحمير
التتبيلة غير حارة",تحمير في زيت غزير,دواجن فريش متبلة على التسوية,,true,طبق,0.9,265,251.75,true,false,فريش,true,available,,,,false,unit
42730989-276d-4757-be85-be91925a6ef6,بي سكريتس - عسل موالح,"يستخرج من فواكه الموالح كالبرتقال وغيرها. يميزه الرائحة والطعم الرائعان.
تم تجميعه من مناحل (بي سكرتس) في صعيد مصر. 
لا ينصح به للأطفال أقل من عام. يُنصح باستشارة الطبيب في حالة استخدام مرضى السكر.",,عسل,,false,,0.45,75.0,,false,false,فريش,true,available,,,,false,unit
42af94c6-00a5-49ad-9ab9-b981691df4ca," بانيه فريش","بيتعمل من الدجاج الأبيض مش البلدي
نسأل العميل: عايزهها صدر على بعضه ولا شرائح سميكة أو وسط (للبانيه) أو رفيعة
","وصفة 1:
1. بنتبل الفراخ بملح وفلفل وجورة الطيب وفي طاسة ساخنة بننزل بالسمنة او الزيت او اي مادة دهنية وننزل بالفراخ تأخذ لون ذهبي
2. بعد كده بنشيل الفراخ وفي نفس الطاسة بنحط حتة زبدة كمان وبننزل بالبصل والسكر وورق اللورا وملح وفلفل لحد ما البصل ياخذ لون كراميل
3. بنحط البقدونس او شبت ونززل بالمرقة او بالمياه على حسب الرغبة ونسبها تغلي
4. في اللبن البارد نذوب النشا وننزل بيه على الكلام الجميل ده ونسبها تغلي وبعدين ننزل بالفراخ تاني ونسبها على نار هادية تستوي وهي متغطية

وصفة 2:
1. نقطع الصدر قطع صغيرة (أو مكعبات) ونحطه على النار مع نقطة زيت فلفل وملح ياخد الصدمة
2. نقلب معاه الخضار مكعبات ونحط البهارات اللي نحبها ونقلب لغاية ما يستووا",دواجن فريش,بدون دسم,false,أطباق,1000,295,286,false,false,فريش,false,low,5,2026-06-06 14:14:39.542+00,الفرع,false,unit
43a39ec7-978b-4ced-bc36-624f7e852ad9,كفتة ضانى,ف اسياخ /لحم محلي بلدي,"- شواء على الجريل 
- تسوية على النار: توضع في صينية - تاخد الصدمة على النار - تتغطى ونوطي النار - وبعدين نشيلها ونحطها في الفرق بدون غطاء
ولو عايزة طعم المشوي ممكن تحطي فحمة علي حتة فويل وسط الصينية",لحم فريش متبل على التسوية,,true,طبق أسود بلاستيك,0.4,215.0,213.0,false,false,فريش,true,available,,,,false,unit
44e1ca78-c447-4697-9e4d-7fced11fda8c,فيليه دجاج بالمستردة و العسل,"شرائح دجاج تتبيلة مميزة جدا ",الفرن / الجريل/ air fry,دواجن فريش متبلة على التسوية,,false,أطباق,0.5,160,156.8,true,false,فريش,true,available,,,,true,unit
45c35bb1-4d72-4d90-84e4-729b41b627e8,ديك رومى بلدي,أوزان تبدأ من 4 كيلو ل6 ك تقريبا صافي,,دواجن فريش,,false,طبق بلاستيك أبيض,1000,355,,true,true,فريش,true,available,,,,false,weight
45ecbec7-044e-40c0-8354-00d0f44150e9,"مايونيز هاينز 
(310GM)",,,البقالة,,true,,0.0,108.0,,true,false,فريش,true,available,,,,false,unit
45fb8668-748e-472a-9f20-a8b07308f65b,قطع جوافة,,,اخشاب شوي,,true,غير محدد,1000,154,,false,false,فريش,true,available,,,,false,unit
476545b0-eb02-44d7-b2e9-3828ee2c72be,عرق رستو,"العرق بيطلع علي بعضه (وزن 2 إلى 3 ك)بيطلع متربط و متنظف 
ممكن يتم حشوه بالخضار و الشيدر و التركى بيتبل وبيتلف 
نسأل العميل
متربط ولا لأ؟
","الوصفة:
- نسخن الزيت ونحط اللحم بكامله عشان ياخد صدمة من كل الجوانب ويتغير لون العرق
- نغلي المرق ونحط عرق اللحم داخل المرق وهو سخن ويتغطى حتى تمام النضج
- يتصفى من المرق ويتحط في الثلاجة
- وقت التقديم يطلع من الثلاجة ويتقطع شرائح للتقديم",لحم فريش,,false,طبق أسود بلاستيك كبير + غطاء,1300,635,603.25,false,false,فريش,true,available,,,,false,weight
485355c5-bb25-49e7-ab23-9b28a99ee3b6,ريش ضانى سولو,6قطع /فريش او مجمد تبعا للتوفر,"- مشوية على الجريل - طاجن بامية بالريش الضاني
- طاجن لسان عصفور بالريش الضانى 
- صينية بطاطس بالريش الضانى",لحم ضاني,,true,,0.6,535.3,,false,true,فريش,true,available,,,,false,unit
486de3c6-6f02-4d11-99a1-d904fe658a20,ربش ضاني مع بيت كلاوي او دوش ش,"الكيلو حوالي 7:8 قطع تقريبا /ريش وبيت كلاوي او ريش ودوش وبيكون تلتين ريش وتلت دوش او بيت كلاوي تبعا للمتوفر 
من ألذ الأكلات في الشوي","- مشوية على الجريل - طاجن بامية بالريش الضاني
- طاجن لسان عصفور بالريش الضانى 
- صينية بطاطس بالريش الضانى",لحم ضاني,,false,غير محدد,1000,651.45,,false,false,فريش,true,available,,,,false,unit
48b56c3a-7b14-4deb-93f9-bddfb8e5d030," كفتة داوود باشا","عبارة عن كرات لحم مفروم بتتبيلة الشيف الخاصة بكفتة داوود باشا
على التسوية /20:22كرات  تقريبا /لحم محلي بلدي ","- مع تسبيكة صلصة وتُقدم مع أرز 
كيفية عمل الصلصة: تشوح شرائح البصل في الزيت مع رشة ملح وفلفل اسود ومكعب المرق لغاية ما تذبل -  تضاف الصلصه وعصير الطماطم والبابريكا والبهارات ونسيبها تغلى - نحط الدقيق ونقلب لغاية ما يثقل القوام، ونحط الكفته ف الصلصه تاخذ غلوه واحده ثم نرفعها من ع النار

- كفته داود باشا في صينية مع البطاطس المهروسة والبشاميل",لحم فريش متبل على التسوية,"دسم متوسط ",false,أطباق,0.4,210,201.6,false,false,فريش,true,available,,,,true,unit
49508cce-ca6e-471d-9cc3-c23f88aa89bd,حواوشى رغيف,"3 رغيف عبارة عن رغيف عيش محشي لحم حواوشي بتتبيلة الشيف 
على التسوية/لحم محلي بلدي",- نحط الرغيف في طاصه أو صينيه على نار متوسطه يوضع قليل من السمنه و يوضع الحواوشي للتسوية على الوجهين,لحم فريش متبل على التسوية,,true,كل رغيف ملفوف في فويل - وكل 3 رغيف في طبق بلاستيك أبيض كبير,1.0,235.0,233.0,false,false,فريش,true,available,,,,false,unit
5183dbb5-0875-42e7-adcd-61417a00b514,بي سكريتس - عسل زعتر,"غني بمضادات الأكسدة

يساعد في حماية الجسم من الشيخوخة

 وأنواع السرطان المختلفة",,عسل,,false,,0.45,165.0,,false,false,فريش,true,available,,,,false,unit
553cd307-796b-4c2c-9d51-eccc859d57e1,منديل ضانى,بيطلع ع بعضه السعر الموضح للكيلو/وزن المنديل 350:650جم تقريبا / هو جزء من الدهون الرقيقة مغطي بها منطقة البطن الداخلي او الكرشة ويتم به في اغلب المشويات كغطاء للتست او التحمير ويمتاز بسيولة الدهون علي النار لاعطاء فعاليته واندماجه مع المنتج وهو طبقات رقيقة يستغرق 25دقيقه علي النار,,لحم ضاني,,false,غير محدد,1000,500,,false,false,فريش,true,available,,,,false,unit
55cf4c37-23d4-4f64-afe2-be4866cd90f3,بانيه فريش,"بيتعمل من الدجاج الأبيض مش البلدي
نسأل العميل: عايزهها صدر على بعضه ولا شرائح سميكة أو وسط (للبانيه) أو رفيعة

","وصفة 1:
1. بنتبل الفراخ بملح وفلفل وجورة الطيب وفي طاسة ساخنة بننزل بالسمنة او الزيت او اي مادة دهنية وننزل بالفراخ تأخذ لون ذهبي
2. بعد كده بنشيل الفراخ وفي نفس الطاسة بنحط حتة زبدة كمان وبننزل بالبصل والسكر وورق اللورا وملح وفلفل لحد ما البصل ياخذ لون كراميل
3. بنحط البقدونس او شبت ونززل بالمرقة او بالمياه على حسب الرغبة ونسبها تغلي
4. في اللبن البارد نذوب النشا وننزل بيه على الكلام الجميل ده ونسبها تغلي وبعدين ننزل بالفراخ تاني ونسبها على نار هادية تستوي وهي متغطية

وصفة 2:
1. نقطع الصدر قطع صغيرة (أو مكعبات) ونحطه على النار مع نقطة زيت فلفل وملح ياخد الصدمة
2. نقلب معاه الخضار مكعبات ونحط البهارات اللي نحبها ونقلب لغاية ما يستووا",دواجن فريش,,false,طبق بلاستيك أبيض,1000,260,254.8,true,false,فريش,true,low,,2026-06-16 14:38:21.724+00,الفرع,false,unit
55ec7a24-fce8-406d-b954-7583ec014684," كولاتة","قطعية ناعمة جدا /قليل دسم 
نسأل ستيك أو مكعبات ؟ (مع توضيح السمك  او الحجم)  (لو تقطيع ستيك وسط بيكون من 7:10 قطع ) تقريبا  ","ستيك 
- كباب حلة",لحم فريش,قليل الدسم,false,كلاهما,1000,570,,false,false,فريش,true,available,0,2026-06-08 23:02:06.127+00,الفرع,false,unit
58d5dbff-0305-4306-82cb-679363c681fb,ممبار كندوز بوبس,"ممبار كندوز متنضف كويس ومعمول على شكل كرات صغيرة ومحشي أرز بتتبيلة الشيف
على التسوية / 10:15كرات تقريبا",- تحمير في زيت غزير,لحوم لذيذة,,true,علبة بلاستيك + غطاء,0.4,100.0,95.0,false,false,فريش,true,available,,,,false,unit
5912855a-7778-48b5-8d38-10ae43b20b32,"بانيه متبل شوي ","بيتعمل من الدجاج الأبيض مش البلدي
التتبيلة مش حارة /8:10قطع تقريبا ",,دواجن فريش متبلة على التسوية,"دسم قليل ",false,أطباق,0.95,290,275.5,true,false,فريش,true,low,4,2026-06-06 14:26:27.194+00,الفرع,true,unit
59328d36-28f3-4af9-a228-bfd233486432," لحم كندوز خضار ",لحم للخضار يحتوى على نسبة دسم- نسأل مكعبات وسط/كبير/صغير؟,,لحم فريش,"30% دسم ",false,أطباق,0.5,245,,false,false,فريش,true,available,,2026-06-06 14:33:59.098+00,الفرع,false,unit
5941a91d-6ba5-4717-b103-bb15b6cc5ca9,"كوردن بلو ","كوردن بلو حشو تركى مدخن + جبنة شيدر+ مدزريلا
الطبق من 3:4قطع ","وقت التسوية يكون مبرد وليس مجمد  و يتم تحمير في زيت غزير ساخن ",دواجن فريش متبلة على التسوية,"عالى الدسم ",false,أطباق,0.5,190,180.5,true,false,مجمد,true,available,10,2026-06-24 14:54:41.075+00,الفرع,true,unit
5b0984eb-b155-40a0-b32c-9cbb07ac6179,حمام,"الجوز ",,دواجن فريش,,false,طبق بلاستيك أبيض,1,285,,true,true,فريش,true,available,,,,false,unit
5b62004f-d0a6-45c6-b7c5-4b595e681626,دجاج أبيض مسحب متبل,الوزن 800ل 1100 جرام تقريبا,اكبر وزن كيلو و١٠٠ جرام,دواجن فريش متبلة على التسوية,,false,غير محدد,1000,290,275.5,true,true,فريش,true,available,,,,false,unit
5c8488d6-a211-48b2-9481-7df3c9969b29,ممبار كندوز محشى,"ممبار كندوز متنضف كويس ومحشي أرز بتتبيلة مميزة / (يتم التاكد ف حالة سؤال العميل من الفرع)
على التسوية / 8:10 قطع تقريبا",- تحمير في زيت غزير,لحوم لذيذة,,true,طبق بلاستيك أبيض,0.4,100,95,false,false,فريش,true,available,,,,true,unit
5de0272f-3122-4dc6-ba3d-08d04fdca570," دبابيس فريش","بيتعمل من الدجاج الأبيض مش البلدي
",التحمير في الفرن مع بطاطس وجزر وبصل حلقات,دواجن فريش,,false,أطباق,1000,140,,true,true,فريش,true,available,,,,false,weight
5ff02f09-a080-4678-b8fd-2523a23a3b23,كباب حلة أحمر خفيف دسم,"لحم بدسم قليل مناسب للشوربه والاكلات الي بتتطعم بدسم خفيف 
نسأل مكعبات كبير/وسط/صغير؟",كباب حلة بالبصل - تسوية على النار,لحم فريش,,true,طبق أسود بلاستيك,0.5,275.0,272.0,false,false,فريش,true,available,,,,false,unit
